iDR5_Field_Name,Field,PID,NAME,RA,DEC,RA_d,DEC_d,Reduction,Photometry,ZP_U,ZP_F378,ZP_F395,ZP_F410,ZP_F430,ZP_G,ZP_F515,ZP_R,ZP_F660,ZP_I,ZP_F861,ZP_Z
SPLUS-n16s11,SPLUS-n16s11,SPLUS,SPLUS-n16s11,11:02:24,-20:14:34,165.6,-20.24277778,MAR,aperture,20.8874,20.2402,20.2385,21.1313,21.2614,23.5647,21.5112,23.6177,21.0967,23.3761,21.6485,22.8175
SPLUS-n16s12,SPLUS-n16s12,SPLUS,SPLUS-n16s12,11:08:10,-20:14:34,167.0416667,-20.24277778,MAR,aperture,20.8287,20.2068,20.2094,21.1076,21.2212,23.5373,21.4793,23.5988,21.0774,23.3491,21.629,22.7658
SPLUS-n16s13,SPLUS-n16s13,SPLUS,SPLUS-n16s13,11:13:55,-20:14:34,168.4791667,-20.24277778,MAR,aperture,20.867,20.2272,20.2275,21.1316,21.2673,23.5703,21.5183,23.6241,21.0987,23.3728,21.649,22.8087
SPLUS-n16s14,SPLUS-n16s14,SPLUS,SPLUS-n16s14,11:19:41,-20:14:34,169.9208333,-20.24277778,MAR,aperture,20.7879,20.1757,20.1888,21.0926,21.2225,23.5434,21.4881,23.6129,21.0935,23.3619,21.6445,22.7919
SPLUS-n16s15,SPLUS-n16s15,SPLUS,SPLUS-n16s15,11:25:26,-20:14:34,171.3583333,-20.24277778,MAR,aperture,20.8242,20.1975,20.2128,21.1153,21.2486,23.5632,21.5038,23.609,21.0831,23.3555,21.6298,22.7862
SPLUS-n16s16,SPLUS-n16s16,SPLUS,SPLUS-n16s16,11:31:12,-20:14:34,172.8,-20.24277778,MAR,aperture,20.7653,20.1264,20.1304,21.0284,21.1662,23.4962,21.453,23.5714,21.0507,23.3281,21.616,22.7419
SPLUS-n16s17,SPLUS-n16s17,SPLUS,SPLUS-n16s17,11:36:58,-20:14:34,174.2416667,-20.24277778,MAR,aperture,20.8617,20.2253,20.2439,21.1176,21.2414,23.5434,21.4875,23.6121,21.0908,23.3697,21.6383,22.8047
SPLUS-n16s18,SPLUS-n16s18,SPLUS,SPLUS-n16s18,11:42:43,-20:14:34,175.6791667,-20.24277778,MAR,aperture,20.8725,20.2095,20.232,21.1141,21.2382,23.5526,21.4973,23.6156,21.0932,23.3676,21.6439,22.8027
SPLUS-n16s19,SPLUS-n16s19,SPLUS,SPLUS-n16s19,11:48:29,-20:14:34,177.1208333,-20.24277778,MAR,aperture,20.782,20.1503,20.1473,21.0272,21.1363,23.4454,21.3928,23.5507,21.039,23.3149,21.6115,22.7299
SPLUS-n16s20,SPLUS-n16s20,SPLUS,SPLUS-n16s20,11:54:14,-20:14:34,178.5583333,-20.24277778,MAR,aperture,20.8599,20.2215,20.2222,21.1216,21.246,23.5593,21.5047,23.6079,21.0802,23.3554,21.6288,22.7876
SPLUS-n16s21,SPLUS-n16s21,SPLUS,SPLUS-n16s21,12:00:00,-20:14:34,180.0,-20.24277778,MAR,aperture,20.8287,20.2051,20.2672,21.2144,21.3642,23.6048,21.5699,23.6088,21.1146,23.3491,21.6594,22.7979
SPLUS-n16s22,SPLUS-n16s22,SPLUS,SPLUS-n16s22,12:05:46,-20:14:34,181.4416667,-20.24277778,MAR,aperture,19.6346,18.999,18.9994,19.864,19.9615,22.3334,20.2893,22.5149,20.0173,22.3407,20.6357,21.7952
SPLUS-n16s23,SPLUS-n16s23,SPLUS,SPLUS-n16s23,12:11:31,-20:14:34,182.8791667,-20.24277778,MAR,aperture,19.5237,18.9106,18.9281,19.7825,19.8903,22.2683,20.2254,22.4739,19.9882,22.2907,20.6162,21.7132
SPLUS-n16s24,SPLUS-n16s24,SPLUS,SPLUS-n16s24,12:17:17,-20:14:34,184.3208333,-20.24277778,MAR,aperture,19.454,18.8561,18.8743,19.7251,19.8186,22.1959,20.1572,22.4302,19.9418,22.2536,20.581,21.6611
SPLUS-n16s25,SPLUS-n16s25,SPLUS,SPLUS-n16s25,12:23:02,-20:14:34,185.7583333,-20.24277778,MAR,aperture,19.6779,19.0272,19.0246,19.8819,19.9765,22.3346,20.2932,22.509,20.0082,22.3323,20.6248,21.7807
SPLUS-n16s26,SPLUS-n16s26,SPLUS,SPLUS-n16s26,12:28:48,-20:14:34,187.2,-20.24277778,MAR,aperture,19.4918,18.8791,18.9009,19.7465,19.8391,22.2114,20.1716,22.4443,19.9563,22.2726,20.598,21.6821
SPLUS-n16s27,SPLUS-n16s27,SPLUS,SPLUS-n16s27,12:34:34,-20:14:34,188.6416667,-20.24277778,MAR,aperture,19.6725,19.0199,19.0214,19.8674,19.9614,22.3222,20.2853,22.5076,20.0098,22.3363,20.6303,21.7878
SPLUS-n16s28,SPLUS-n16s28,SPLUS,SPLUS-n16s28,12:40:19,-20:14:34,190.0791667,-20.24277778,MAR,aperture,19.6421,19.0086,19.007,19.86,19.9574,22.3237,20.2817,22.509,20.0058,22.3223,20.6232,21.7463
SPLUS-n16s29,SPLUS-n16s29,SPLUS,SPLUS-n16s29,12:46:05,-20:14:34,191.5208333,-20.24277778,MAR,aperture,19.4846,18.8838,18.8994,19.7506,19.8373,22.2124,20.177,22.451,19.9661,22.2866,20.6082,21.7109
SPLUS-n16s30,SPLUS-n16s30,SPLUS,SPLUS-n16s30,12:51:50,-20:14:34,192.9583333,-20.24277778,MAR,aperture,19.6916,19.0565,19.0395,19.8818,19.9792,22.3475,20.3069,22.53,20.0302,22.3567,20.654,21.8185
SPLUS-n16s31,SPLUS-n16s31,SPLUS,SPLUS-n16s31,12:57:36,-20:14:34,194.4,-20.24277778,MAR,aperture,19.5852,18.9846,18.961,19.8072,19.8959,22.2618,20.2191,22.469,19.9858,22.295,20.6194,21.7184
SPLUS-n16s32,SPLUS-n16s32,SPLUS,SPLUS-n16s32,13:03:22,-20:14:34,195.8416667,-20.24277778,MAR,aperture,19.5535,18.9761,18.9822,19.8373,19.9358,22.3185,20.2743,22.5249,20.0369,22.3624,20.6692,21.8044
SPLUS-n16s33,SPLUS-n16s33,SPLUS,SPLUS-n16s33,13:09:07,-20:14:34,197.2791667,-20.24277778,MAR,aperture,19.6005,18.9988,19.0064,19.8583,19.9666,22.3475,20.3069,22.539,20.042,22.3677,20.6689,21.8142
SPLUS-n16s34,SPLUS-n16s34,SPLUS,SPLUS-n16s34,13:14:53,-20:14:34,198.7208333,-20.24277778,MAR,aperture,19.5174,18.9041,18.9086,19.7443,19.8274,22.2034,20.1568,22.4382,19.9541,22.2721,20.5922,21.6774
SPLUS-n16s35,SPLUS-n16s35,SPLUS,SPLUS-n16s35,13:20:38,-20:14:34,200.1583333,-20.24277778,MAR,aperture,19.6843,19.0371,19.0193,19.8853,19.9766,22.346,20.302,22.5202,20.0204,22.3344,20.6326,21.7682
SPLUS-n16s36,SPLUS-n16s36,SPLUS,SPLUS-n16s36,13:26:24,-20:14:34,201.6,-20.24277778,MAR,aperture,19.6477,19.0331,19.0124,19.8575,19.9464,22.3218,20.2768,22.5278,20.037,22.3638,20.6687,21.8079
SPLUS-n16s37,SPLUS-n16s37,SPLUS,SPLUS-n16s37,13:32:10,-20:14:34,203.0416667,-20.24277778,MAR,aperture,19.6645,19.0476,19.0381,19.8866,19.9913,22.3552,20.3126,22.5425,20.0444,22.3677,20.6676,21.8112
SPLUS-n16s38,SPLUS-n16s38,SPLUS,SPLUS-n16s38,13:37:55,-20:14:34,204.4791667,-20.24277778,MAR,aperture,19.6513,19.0207,19.0263,19.8578,19.9383,22.3062,20.2665,22.5128,20.0204,22.3454,20.6575,21.7847
SPLUS-n16s39,SPLUS-n16s39,SPLUS,SPLUS-n16s39,13:43:41,-20:14:34,205.9208333,-20.24277778,MAR,aperture,19.6507,19.0279,19.0362,19.8873,19.9885,22.3583,20.3135,22.538,20.043,22.3585,20.6668,21.7948
SPLUS-n16s40,SPLUS-n16s40,SPLUS,SPLUS-n16s40,13:49:26,-20:14:34,207.3583333,-20.24277778,MAR,aperture,19.6767,19.0485,19.0266,19.8744,19.9649,22.3321,20.2907,22.5397,20.0392,22.3675,20.6689,21.8121
SPLUS-n16s41,SPLUS-n16s41,SPLUS,SPLUS-n16s41,13:55:12,-20:14:34,208.8,-20.24277778,MAR,aperture,19.9258,19.2908,19.8217,20.6976,20.8117,23.1959,21.1486,23.3604,20.8606,23.1821,21.4628,22.6475
SPLUS-n16s42,SPLUS-n16s42,SPLUS,SPLUS-n16s42,14:00:58,-20:14:34,210.2416667,-20.24277778,MAR,aperture,20.5059,19.8833,19.8711,20.731,20.8389,23.2018,21.1615,23.3648,20.8647,23.18,21.4704,22.6266
SPLUS-n16s43,SPLUS-n16s43,SPLUS,SPLUS-n16s43,14:06:43,-20:14:34,211.6791667,-20.24277778,MAR,aperture,19.6703,19.0353,19.0204,19.872,19.9704,22.3371,20.3,22.5305,20.0329,22.3494,20.66,21.7727
SPLUS-n16s44,SPLUS-n16s44,SPLUS,SPLUS-n16s44,14:12:29,-20:14:34,213.1208333,-20.24277778,MAR,aperture,20.4658,19.8631,19.8353,20.7076,20.8103,23.1836,21.1477,23.3572,20.8587,23.1664,21.4636,22.6
SPLUS-n16s45,SPLUS-n16s45,SPLUS,SPLUS-n16s45,14:18:14,-20:14:34,214.5583333,-20.24277778,MAR,aperture,20.4922,19.8663,19.8685,20.7169,20.818,23.1902,21.1467,23.3449,20.8462,23.1682,21.4579,22.6247
SPLUS-n16s46,SPLUS-n16s46,SPLUS,SPLUS-n16s46,14:24:00,-20:14:34,216.0,-20.24277778,MAR,aperture,20.5277,19.8897,19.8973,20.7423,20.8514,23.2061,21.1668,23.3651,20.8624,23.1834,21.4719,22.6328
SPLUS-n16s47,SPLUS-n16s47,SPLUS,SPLUS-n16s47,14:29:46,-20:14:34,217.4416667,-20.24277778,MAR,aperture,20.5161,19.8844,19.8809,20.7315,20.8383,23.2017,21.1589,23.3647,20.8592,23.1803,21.4734,22.6253
SPLUS-n16s48,SPLUS-n16s48,SPLUS,SPLUS-n16s48,14:35:31,-20:14:34,218.8791667,-20.24277778,MAR,aperture,20.5065,19.8784,19.8757,20.716,20.8378,23.1964,21.1574,23.3541,20.8595,23.1688,21.4668,22.605
SPLUS-n16s49,SPLUS-n16s49,SPLUS,SPLUS-n16s49,14:41:17,-20:14:34,220.3208333,-20.24277778,MAR,aperture,20.4835,19.8523,19.8453,20.7015,20.8094,23.1795,21.1399,23.3478,20.8428,23.1682,21.4566,22.6189
SPLUS-n16s50,SPLUS-n16s50,SPLUS,SPLUS-n16s50,14:47:02,-20:14:34,221.7583333,-20.24277778,MAR,aperture,19.7654,19.1345,19.115,19.9788,20.0865,22.4692,20.4382,22.6415,20.1444,22.462,20.7446,21.9077
SPLUS-n16s51,SPLUS-n16s51,SPLUS,SPLUS-n16s51,14:52:48,-20:14:34,223.2,-20.24277778,MAR,aperture,20.547,19.9266,19.9136,20.7748,20.8874,23.2534,21.2241,23.4187,20.9162,23.2273,21.5174,22.6543
SPLUS-n16s52,SPLUS-n16s52,SPLUS,SPLUS-n16s52,14:58:34,-20:14:34,224.6416667,-20.24277778,MAR,aperture,19.815,19.1787,19.1774,20.0305,20.1414,22.5066,20.4638,22.6614,20.1585,22.4708,20.7571,21.9092
SPLUS-n17s01,SPLUS-n17s01,SPLUS,SPLUS-n17s01,10:03:52,-21:34:50,150.9666667,-21.58055556,MAR,aperture,20.6626,20.0678,20.1129,21.0272,21.1668,23.4792,21.4311,23.5404,21.0324,23.2793,21.5932,22.6486
SPLUS-n17s02,SPLUS-n17s02,SPLUS,SPLUS-n17s02,10:09:41,-21:34:50,152.4208333,-21.58055556,MAR,aperture,20.5807,19.9676,19.9797,20.8695,20.9739,23.2851,21.2192,23.4395,20.9423,23.2335,21.5557,22.6257
SPLUS-n17s03,SPLUS-n17s03,SPLUS,SPLUS-n17s03,10:15:29,-21:34:50,153.8708333,-21.58055556,MAR,aperture,20.4293,19.82,19.8436,20.7705,20.8422,23.1503,21.0985,23.3263,20.8336,23.1634,21.4918,22.5853
SPLUS-n17s04,SPLUS-n17s04,SPLUS,SPLUS-n17s04,10:21:17,-21:34:50,155.3208333,-21.58055556,MAR,aperture,20.8126,20.1909,20.1894,21.0807,21.1935,23.4825,21.432,23.5738,21.0556,23.3176,21.6195,22.7444
SPLUS-n17s05,SPLUS-n17s05,SPLUS,SPLUS-n17s05,10:27:06,-21:34:50,156.775,-21.58055556,MAR,aperture,20.7968,20.1914,20.2033,21.1123,21.2442,23.5485,21.4936,23.5913,21.0696,23.3235,21.6096,22.7272
SPLUS-n17s06,SPLUS-n17s06,SPLUS,SPLUS-n17s06,10:32:54,-21:34:50,158.225,-21.58055556,MAR,aperture,20.7737,20.1908,20.1897,21.0901,21.2106,23.504,21.4449,23.5594,21.0453,23.3077,21.5951,22.7082
SPLUS-n17s07,SPLUS-n17s07,SPLUS,SPLUS-n17s07,10:38:43,-21:34:50,159.6791667,-21.58055556,MAR,aperture,20.7713,20.1809,20.1862,21.0946,21.2316,23.538,21.4785,23.5712,21.0572,23.3074,21.5944,22.6969
SPLUS-n17s08,SPLUS-n17s08,SPLUS,SPLUS-n17s08,10:44:31,-21:34:50,161.1291667,-21.58055556,MAR,aperture,20.7444,20.126,20.1123,21.0214,21.1608,23.4715,21.4265,23.5319,21.0115,23.2756,21.5713,22.6588
SPLUS-n17s09,SPLUS-n17s09,SPLUS,SPLUS-n17s09,10:50:19,-21:34:50,162.5791667,-21.58055556,MAR,aperture,20.8762,20.2032,20.1961,21.094,21.2168,23.5037,21.4405,23.5631,21.0471,23.3131,21.5894,22.7097
SPLUS-n17s10,SPLUS-n17s10,SPLUS,SPLUS-n17s10,10:56:08,-21:34:50,164.0333333,-21.58055556,MAR,aperture,20.8062,20.1918,20.1764,21.0725,21.2027,23.5074,21.4506,23.5707,21.0521,23.3174,21.5969,22.7141
SPLUS-n17s11,SPLUS-n17s11,SPLUS,SPLUS-n17s11,11:01:56,-21:34:50,165.4833333,-21.58055556,MAR,aperture,20.8757,20.2284,20.2343,21.1105,21.2268,23.5323,21.4792,23.5943,21.0794,23.3469,21.6203,22.7701
SPLUS-n17s12,SPLUS-n17s12,SPLUS,SPLUS-n17s12,11:07:45,-21:34:50,166.9375,-21.58055556,MAR,aperture,20.7249,20.135,20.1659,21.0774,21.2157,23.5264,21.4675,23.5744,21.0554,23.3124,21.5999,22.7061
SPLUS-n17s13,SPLUS-n17s13,SPLUS,SPLUS-n17s13,11:13:33,-21:34:50,168.3875,-21.58055556,MAR,aperture,20.7167,20.1299,20.162,21.0696,21.2028,23.5127,21.456,23.5731,21.056,23.3203,21.6073,22.7225
SPLUS-n17s14,SPLUS-n17s14,SPLUS,SPLUS-n17s14,11:19:21,-21:34:50,169.8375,-21.58055556,MAR,aperture,20.6375,20.0567,20.0682,20.9628,21.0711,23.3798,21.3239,23.5068,20.9974,23.2879,21.577,22.6903
SPLUS-n17s15,SPLUS-n17s15,SPLUS,SPLUS-n17s15,11:25:10,-21:34:50,171.2916667,-21.58055556,MAR,aperture,20.6581,20.0647,20.0809,20.9634,21.0736,23.3793,21.3203,23.5054,21.0021,23.2886,21.5857,22.7014
SPLUS-n17s16,SPLUS-n17s16,SPLUS,SPLUS-n17s16,11:30:58,-21:34:50,172.7416667,-21.58055556,MAR,aperture,20.7422,20.1346,20.1561,21.0645,21.1971,23.5123,21.4608,23.5685,21.0531,23.3058,21.5981,22.6999
SPLUS-n17s17,SPLUS-n17s17,SPLUS,SPLUS-n17s17,11:36:46,-21:34:50,174.1916667,-21.58055556,MAR,aperture,20.8592,20.226,20.2264,21.125,21.2446,23.5485,21.4897,23.6145,21.0826,23.3665,21.6412,22.7966
SPLUS-n17s18,SPLUS-n17s18,SPLUS,SPLUS-n17s18,11:42:35,-21:34:50,175.6458333,-21.58055556,MAR,aperture,20.8613,20.2135,20.2368,21.1284,21.2501,23.5376,21.4798,23.5916,21.0752,23.3449,21.6254,22.7644
SPLUS-n17s19,SPLUS-n17s19,SPLUS,SPLUS-n17s19,11:48:23,-21:34:50,177.0958333,-21.58055556,MAR,aperture,20.9195,20.2753,20.2962,21.2041,21.3498,23.6236,21.5623,23.6043,21.0789,23.34,21.6111,22.7742
SPLUS-n17s20,SPLUS-n17s20,SPLUS,SPLUS-n17s20,11:54:12,-21:34:50,178.55,-21.58055556,MAR,aperture,20.8874,20.2685,20.3096,21.2142,21.364,23.6333,21.5529,23.6134,21.0925,23.3532,21.6347,22.7783
SPLUS-n17s21,SPLUS-n17s21,SPLUS,SPLUS-n17s21,12:00:00,-21:34:50,180.0,-21.58055556,MAR,aperture,20.9218,20.2777,20.3252,21.2332,21.3876,23.6544,21.5808,23.62,21.0903,23.3507,21.6182,22.774
SPLUS-n17s22,SPLUS-n17s22,SPLUS,SPLUS-n17s22,12:05:48,-21:34:50,181.45,-21.58055556,MAR,aperture,20.5052,19.8555,19.8528,20.7217,20.8273,23.1842,21.1458,23.3543,20.8587,23.1736,21.4687,22.6246
SPLUS-n17s23,SPLUS-n17s23,SPLUS,SPLUS-n17s23,12:11:37,-21:34:50,182.9041667,-21.58055556,MAR,aperture,20.4385,19.815,19.8342,20.6944,20.8032,23.1711,21.1325,23.3422,20.85,23.1596,21.4599,22.6042
SPLUS-n17s24,SPLUS-n17s24,SPLUS,SPLUS-n17s24,12:17:25,-21:34:50,184.3541667,-21.58055556,MAR,aperture,20.4892,19.8501,19.851,20.7243,20.8282,23.194,21.1564,23.3568,20.8597,23.1697,21.4657,22.616
SPLUS-n17s25,SPLUS-n17s25,SPLUS,SPLUS-n17s25,12:23:14,-21:34:50,185.8083333,-21.58055556,MAR,aperture,20.483,19.8481,19.8598,20.7262,20.8355,23.2021,21.1667,23.365,20.8721,23.1804,21.4788,22.6236
SPLUS-n17s26,SPLUS-n17s26,SPLUS,SPLUS-n17s26,12:29:02,-21:34:50,187.2583333,-21.58055556,MAR,aperture,20.4874,19.8481,19.8579,20.7259,20.8338,23.1997,21.1556,23.3626,20.8626,23.1744,21.4739,22.6189
SPLUS-n17s27,SPLUS-n17s27,SPLUS,SPLUS-n17s27,12:34:50,-21:34:50,188.7083333,-21.58055556,MAR,aperture,20.7541,20.1953,20.3357,21.321,21.495,23.6899,21.5859,23.5776,21.0355,23.2895,21.5658,22.7277
SPLUS-n17s28,SPLUS-n17s28,SPLUS,SPLUS-n17s28,12:40:39,-21:34:50,190.1625,-21.58055556,MAR,aperture,19.6733,19.0364,19.0406,19.8833,19.9869,22.356,20.3206,22.542,20.0448,22.3734,20.6628,21.8275
SPLUS-n17s29,SPLUS-n17s29,SPLUS,SPLUS-n17s29,12:46:27,-21:34:50,191.6125,-21.58055556,MAR,aperture,20.5058,19.8603,19.8467,20.7181,20.8298,23.1908,21.1565,23.3546,20.8606,23.1691,21.4638,22.6077
SPLUS-n17s30,SPLUS-n17s30,SPLUS,SPLUS-n17s30,12:52:15,-21:34:50,193.0625,-21.58055556,MAR,aperture,20.4912,19.8552,19.8583,20.7145,20.8261,23.1957,21.1603,23.3614,20.8636,23.1733,21.4709,22.6068
SPLUS-n17s31,SPLUS-n17s31,SPLUS,SPLUS-n17s31,12:58:04,-21:34:50,194.5166667,-21.58055556,MAR,aperture,20.3827,19.7483,19.7296,20.6037,20.7228,23.112,21.0936,23.3125,20.8144,23.1421,21.4492,22.5824
SPLUS-n17s32,SPLUS-n17s32,SPLUS,SPLUS-n17s32,13:03:52,-21:34:50,195.9666667,-21.58055556,MAR,aperture,20.5344,19.9024,19.8973,20.7539,20.8605,23.2263,21.1886,23.3881,20.8921,23.2087,21.4984,22.6592
SPLUS-n17s33,SPLUS-n17s33,SPLUS,SPLUS-n17s33,13:09:41,-21:34:50,197.4208333,-21.58055556,MAR,aperture,20.3703,19.7417,19.7314,20.6012,20.721,23.1106,21.0983,23.3149,20.818,23.1382,21.4516,22.5895
SPLUS-n17s34,SPLUS-n17s34,SPLUS,SPLUS-n17s34,13:15:29,-21:34:50,198.8708333,-21.58055556,MAR,aperture,20.5396,19.895,19.8775,20.7423,20.8389,23.2077,21.1658,23.3609,20.8621,23.1756,21.4704,22.6222
SPLUS-n17s35,SPLUS-n17s35,SPLUS,SPLUS-n17s35,13:21:17,-21:34:50,200.3208333,-21.58055556,MAR,aperture,20.5117,19.8622,19.8491,20.7101,20.8162,23.1929,21.1557,23.3583,20.855,23.1752,21.469,22.6159
SPLUS-n17s36,SPLUS-n17s36,SPLUS,SPLUS-n17s36,13:27:06,-21:34:50,201.775,-21.58055556,MAR,aperture,20.5218,19.8824,19.853,20.7135,20.8265,23.1935,21.1584,23.3579,20.8547,23.1754,21.4681,22.6174
SPLUS-n17s37,SPLUS-n17s37,SPLUS,SPLUS-n17s37,13:32:54,-21:34:50,203.225,-21.58055556,MAR,aperture,20.7255,20.1439,20.2203,21.1769,21.3442,23.5591,21.4638,23.4711,20.9455,23.1973,21.4799,22.5919
SPLUS-n17s38,SPLUS-n17s38,SPLUS,SPLUS-n17s38,13:38:43,-21:34:50,204.6791667,-21.58055556,MAR,aperture,19.718,19.0758,19.0568,19.9164,20.0178,22.3885,20.3404,22.5593,20.0594,22.3788,20.6701,21.8286
SPLUS-n17s39,SPLUS-n17s39,SPLUS,SPLUS-n17s39,13:44:31,-21:34:50,206.1291667,-21.58055556,MAR,aperture,20.5145,19.8884,19.8646,20.7398,20.8431,23.212,21.1712,23.3718,20.8699,23.185,21.4774,22.6294
SPLUS-n17s40,SPLUS-n17s40,SPLUS,SPLUS-n17s40,13:50:19,-21:34:50,207.5791667,-21.58055556,MAR,aperture,20.4199,19.8124,19.8178,20.6987,20.8096,23.1727,21.141,23.3429,20.8477,23.1647,21.4602,22.6072
SPLUS-n17s41,SPLUS-n17s41,SPLUS,SPLUS-n17s41,13:56:08,-21:34:50,209.0333333,-21.58055556,MAR,aperture,20.411,19.8117,19.8052,20.6647,20.7505,23.1247,21.0849,23.324,20.8291,23.1533,21.4525,22.5894
SPLUS-n17s42,SPLUS-n17s42,SPLUS,SPLUS-n17s42,14:01:56,-21:34:50,210.4833333,-21.58055556,MAR,aperture,20.514,19.8767,19.8693,20.7355,20.8278,23.1921,21.1542,23.3656,20.8644,23.1819,21.4759,22.6345
SPLUS-n17s43,SPLUS-n17s43,SPLUS,SPLUS-n17s43,14:07:45,-21:34:50,211.9375,-21.58055556,MAR,aperture,20.4974,19.8643,19.8405,20.6792,20.7528,23.1182,21.0786,23.3199,20.8191,23.1508,21.4457,22.5886
SPLUS-n17s44,SPLUS-n17s44,SPLUS,SPLUS-n17s44,14:13:33,-21:34:50,213.3875,-21.58055556,MAR,aperture,20.5049,19.8727,19.8661,20.7336,20.8274,23.1901,21.15,23.3568,20.8502,23.1707,21.4624,22.615
SPLUS-n17s45,SPLUS-n17s45,SPLUS,SPLUS-n17s45,14:19:21,-21:34:50,214.8375,-21.58055556,MAR,aperture,20.4853,19.8587,19.8359,20.6858,20.7679,23.1379,21.0936,23.3251,20.8294,23.1528,21.452,22.5914
SPLUS-n17s46,SPLUS-n17s46,SPLUS,SPLUS-n17s46,14:25:10,-21:34:50,216.2916667,-21.58055556,MAR,aperture,20.4764,19.8367,19.8227,20.6755,20.7771,23.1467,21.117,23.3355,20.8337,23.1665,21.4622,22.6201
SPLUS-n17s47,SPLUS-n17s47,SPLUS,SPLUS-n17s47,14:30:58,-21:34:50,217.7416667,-21.58055556,MAR,aperture,20.4373,19.793,19.7766,20.6421,20.7367,23.1222,21.0883,23.3247,20.8211,23.1656,21.4683,22.6133
SPLUS-n17s48,SPLUS-n17s48,SPLUS,SPLUS-n17s48,14:36:46,-21:34:50,219.1916667,-21.58055556,MAR,aperture,20.5111,19.8601,19.8587,20.7085,20.8119,23.1772,21.1368,23.3471,20.8433,23.1677,21.4632,22.6091
SPLUS-n17s49,SPLUS-n17s49,SPLUS,SPLUS-n17s49,14:42:35,-21:34:50,220.6458333,-21.58055556,MAR,aperture,19.8194,19.1818,19.1664,20.0267,20.134,22.5017,20.464,22.6601,20.1581,22.4708,20.7506,21.9279
SPLUS-n17s50,SPLUS-n17s50,SPLUS,SPLUS-n17s50,14:48:23,-21:34:50,222.0958333,-21.58055556,MAR,aperture,19.7558,19.1435,19.1317,19.9861,20.0975,22.4702,20.4334,22.6428,20.1426,22.4536,20.7498,21.8736
SPLUS-n17s51,SPLUS-n17s51,SPLUS,SPLUS-n17s51,14:54:12,-21:34:50,223.55,-21.58055556,MAR,aperture,20.6259,20.034,20.0706,20.9857,21.1064,23.4681,21.4183,23.5529,20.8697,23.2847,21.4676,22.6644
SPLUS-n17s52,SPLUS-n17s52,SPLUS,SPLUS-n17s52,15:00:00,-21:34:50,225.0,-21.58055556,MAR,aperture,19.879,19.239,19.2083,20.0693,20.1764,22.5384,20.4986,22.6834,20.1744,22.4856,20.7555,21.9279
SPLUS-n18s01,SPLUS-n18s01,SPLUS,SPLUS-n18s01,10:02:56,-22:55:02,150.7333333,-22.91722222,MAR,aperture,20.7239,20.1617,20.2087,21.1101,21.2474,23.5621,21.5033,23.6211,21.0992,23.3644,21.6456,22.7764
SPLUS-n18s02,SPLUS-n18s02,SPLUS,SPLUS-n18s02,10:08:47,-22:55:02,152.1958333,-22.91722222,MAR,aperture,20.6704,20.0992,20.1435,21.0573,21.2048,23.5174,21.4578,23.5773,21.0701,23.3209,21.6224,22.7178
SPLUS-n18s03,SPLUS-n18s03,SPLUS,SPLUS-n18s03,10:14:38,-22:55:02,153.6583333,-22.91722222,MAR,aperture,20.5988,20.0462,20.1355,21.0402,21.1951,23.5105,21.476,23.5757,21.0705,23.3232,21.6165,22.7223
SPLUS-n18s04,SPLUS-n18s04,SPLUS,SPLUS-n18s04,10:20:29,-22:55:02,155.1208333,-22.91722222,MAR,aperture,20.727,20.1253,20.1258,21.0346,21.1424,23.426,21.3657,23.5312,21.0199,23.2973,21.5978,22.6886
SPLUS-n18s05,SPLUS-n18s05,SPLUS,SPLUS-n18s05,10:26:20,-22:55:02,156.5833333,-22.91722222,MAR,aperture,20.6228,20.0114,19.9956,20.8886,20.9978,23.2956,21.2316,23.4402,20.9174,23.25,21.5436,22.6655
SPLUS-n18s06,SPLUS-n18s06,SPLUS,SPLUS-n18s06,10:32:12,-22:55:02,158.05,-22.91722222,MAR,aperture,20.9014,20.2843,20.3035,21.2268,21.3801,23.6626,21.5992,23.644,21.1172,23.3802,21.6617,22.8014
SPLUS-n18s07,SPLUS-n18s07,SPLUS,SPLUS-n18s07,10:38:03,-22:55:02,159.5125,-22.91722222,MAR,aperture,20.8574,20.2281,20.2217,21.1085,21.2324,23.5236,21.4692,23.5689,21.0478,23.3131,21.5974,22.7169
SPLUS-n18s08,SPLUS-n18s08,SPLUS,SPLUS-n18s08,10:43:54,-22:55:02,160.975,-22.91722222,MAR,aperture,20.8401,20.2178,20.2129,21.1025,21.2198,23.5029,21.4417,23.5656,21.0492,23.3112,21.5931,22.7046
SPLUS-n18s09,SPLUS-n18s09,SPLUS,SPLUS-n18s09,10:49:45,-22:55:02,162.4375,-22.91722222,MAR,aperture,20.8612,20.244,20.2358,21.1394,21.2543,23.5504,21.4964,23.5901,21.0694,23.3305,21.6065,22.7386
SPLUS-n18s10,SPLUS-n18s10,SPLUS,SPLUS-n18s10,10:55:37,-22:55:02,163.9041667,-22.91722222,MAR,aperture,20.8383,20.3352,20.3547,21.2686,21.4075,23.6679,21.5855,23.6592,21.1312,23.3876,21.6467,22.8026
SPLUS-n18s11,SPLUS-n18s11,SPLUS,SPLUS-n18s11,11:01:28,-22:55:02,165.3666667,-22.91722222,MAR,aperture,20.7678,20.1637,20.197,21.1055,21.2505,23.5548,21.4956,23.5771,21.0782,23.3198,21.6069,22.7337
