# wavelength,transmittance,std
8.020000000000000000e+02,4.215946515927748717e-02,1.947807884663054281e-02
8.030000000000000000e+02,4.750695904787272106e-02,2.153957128898180765e-02
8.040000000000000000e+02,5.360548599495539024e-02,2.257121390111076903e-02
8.050000000000000000e+02,6.039920557312600941e-02,2.491495636169272984e-02
8.060000000000000000e+02,6.794037745820584451e-02,2.834915600974121860e-02
8.070000000000000000e+02,7.622170998229010896e-02,3.276654489943160026e-02
8.080000000000000000e+02,8.511069511368191121e-02,3.613788828496995731e-02
8.090000000000000000e+02,9.478464931818092465e-02,4.007678866749422170e-02
8.100000000000000000e+02,1.046698147863490830e-01,4.504618841710252009e-02
8.110000000000000000e+02,1.156304398915150022e-01,5.123277833338318876e-02
8.120000000000000000e+02,1.275700081601536529e-01,5.495243489609995952e-02
8.130000000000000000e+02,1.398575680360059081e-01,5.737972400833538794e-02
8.140000000000000000e+02,1.507854740478792865e-01,6.037466439666640955e-02
8.150000000000000000e+02,1.628142844619921981e-01,6.519471612102485658e-02
8.160000000000000000e+02,1.756959941488143717e-01,6.976533537654655559e-02
8.170000000000000000e+02,1.873455501491597675e-01,7.389383320588113757e-02
8.180000000000000000e+02,1.982146852918468816e-01,7.673368348918332971e-02
8.190000000000000000e+02,2.191891389243875166e-01,7.943752452733092440e-02
8.200000000000000000e+02,2.327235085780181290e-01,8.093019563584799569e-02
8.210000000000000000e+02,2.555995861601451646e-01,8.097541963990417813e-02
8.220000000000000000e+02,2.686626895581928354e-01,8.185306125224443841e-02
8.230000000000000000e+02,2.656452339699095222e-01,8.431351965111857916e-02
8.240000000000000000e+02,2.997822245190197021e-01,8.755906750891227774e-02
8.250000000000000000e+02,3.183726606599160402e-01,8.769210139154265393e-02
8.260000000000000000e+02,3.290977512404654193e-01,8.420896266989263967e-02
8.270000000000000000e+02,3.494440591386017148e-01,8.145735390405534071e-02
8.280000000000000000e+02,3.537033354448826383e-01,7.958200078211721817e-02
8.290000000000000000e+02,3.673318083732353689e-01,8.049466009015938950e-02
8.300000000000000000e+02,3.908915353765751166e-01,8.050809043979742508e-02
8.310000000000000000e+02,4.053813940296560614e-01,7.828570054033433256e-02
8.320000000000000000e+02,4.144813398116442560e-01,7.843671836505396178e-02
8.330000000000000000e+02,4.343269142787208326e-01,7.933132859702843320e-02
8.340000000000000000e+02,4.440007904460835375e-01,7.866769644934561156e-02
8.350000000000000000e+02,4.609444290360737440e-01,7.736236654585870731e-02
8.360000000000000000e+02,4.706667718965841241e-01,7.628783611686680566e-02
8.370000000000000000e+02,4.822035354192740764e-01,7.792337857981398996e-02
8.380000000000000000e+02,4.920953224391332870e-01,7.656404462469847128e-02
8.390000000000000000e+02,5.025475435511428390e-01,7.580230733941921428e-02
8.400000000000000000e+02,5.115441917869252286e-01,7.494144245996177400e-02
8.410000000000000000e+02,5.192714532500095626e-01,7.808861581044929112e-02
8.420000000000000000e+02,5.275435089561617552e-01,7.797749675387220802e-02
8.430000000000000000e+02,5.353342778358880505e-01,7.465136409749155433e-02
8.440000000000000000e+02,5.420577032315141430e-01,7.084188896636839372e-02
8.450000000000000000e+02,5.490324473852139509e-01,6.725583523931098762e-02
8.460000000000000000e+02,5.547142562448627023e-01,6.132583205116474978e-02
8.470000000000000000e+02,5.601861780182353368e-01,6.196617764326891459e-02
8.480000000000000000e+02,5.648314199295619842e-01,6.222313707841165692e-02
8.490000000000000000e+02,5.695613513835028341e-01,6.189780107384893620e-02
8.500000000000000000e+02,5.746903361238496766e-01,5.905542252234677325e-02
8.510000000000000000e+02,5.792310662793658249e-01,6.295842704002045653e-02
8.520000000000000000e+02,5.829692329428171060e-01,6.325959343543205438e-02
8.530000000000000000e+02,5.859414523579811185e-01,6.219004678557332050e-02
8.540000000000000000e+02,5.881593979865816779e-01,6.229536682027570632e-02
8.550000000000000000e+02,5.905129578512122723e-01,5.883750865087977733e-02
8.560000000000000000e+02,5.921280275428112416e-01,5.649803339743666303e-02
8.570000000000000000e+02,5.936569910061656463e-01,5.408681760266443456e-02
8.580000000000000000e+02,5.947267450947890666e-01,5.425573097318184962e-02
8.590000000000000000e+02,5.955373500957927835e-01,5.294263237913522657e-02
8.600000000000000000e+02,5.960733571072013293e-01,5.042164037575228019e-02
8.610000000000000000e+02,5.964475998414542346e-01,5.153410070383970809e-02
8.620000000000000000e+02,5.962802631493424599e-01,5.503717751748234827e-02
8.630000000000000000e+02,5.956690880121441323e-01,5.651721021516439847e-02
8.640000000000000000e+02,5.950989417707821527e-01,5.671430706852250564e-02
8.650000000000000000e+02,5.942766929009865029e-01,5.438699618047801443e-02
8.660000000000000000e+02,5.932279893610307164e-01,5.772978766493441077e-02
8.670000000000000000e+02,5.923338164422744523e-01,5.664322153139344368e-02
8.680000000000000000e+02,5.913913138613431375e-01,5.965375770293743912e-02
8.690000000000000000e+02,5.900109147036899371e-01,5.735740421411855000e-02
8.700000000000000000e+02,5.885280557268329771e-01,6.109894277383892680e-02
8.710000000000000000e+02,5.870457209410362420e-01,5.938783332867750980e-02
8.720000000000000000e+02,5.855433374195422314e-01,5.915086344648508992e-02
8.730000000000000000e+02,5.837397633007103126e-01,5.305724371950645141e-02
8.740000000000000000e+02,5.817689479867130808e-01,5.622998499129441136e-02
8.750000000000000000e+02,5.799201753611897825e-01,5.755248022281854448e-02
8.760000000000000000e+02,5.778196680969535093e-01,6.260723810092823360e-02
8.770000000000000000e+02,5.759091027277241093e-01,5.822046569946588701e-02
8.780000000000000000e+02,5.709319734981174177e-01,5.815824719824084360e-02
8.790000000000000000e+02,5.659111540245017613e-01,5.622215225371935549e-02
8.800000000000000000e+02,5.610969402775796144e-01,6.450338335813496360e-02
8.810000000000000000e+02,5.572370730800126903e-01,6.308760223336705442e-02
8.820000000000000000e+02,5.556190631112930545e-01,6.415170152132236570e-02
8.830000000000000000e+02,5.542985191143348089e-01,6.406348177370385644e-02
8.840000000000000000e+02,5.479315179791001134e-01,6.639500635354253499e-02
8.850000000000000000e+02,5.454746343845504608e-01,6.935277990685057015e-02
8.860000000000000000e+02,5.418449112078184138e-01,6.865758692543909303e-02
8.870000000000000000e+02,5.405591165655645458e-01,7.005919214521599825e-02
8.880000000000000000e+02,5.386332653704012374e-01,7.018334142901290484e-02
8.890000000000000000e+02,5.332791361921094264e-01,7.193208005760741430e-02
8.900000000000000000e+02,5.297520497182708343e-01,7.408368936751894007e-02
8.910000000000000000e+02,5.274057333584866170e-01,7.955723179770089748e-02
8.920000000000000000e+02,5.243528787371404265e-01,7.760982182974217325e-02
8.930000000000000000e+02,5.192585755604397502e-01,8.162460512379962618e-02
8.940000000000000000e+02,5.155093358806021042e-01,7.854433477503362793e-02
8.950000000000000000e+02,5.075461250100136157e-01,7.712089682616961317e-02
8.960000000000000000e+02,4.965878305178724750e-01,7.884498024028507857e-02
8.970000000000000000e+02,4.876732563618844662e-01,8.537006489278371746e-02
8.980000000000000000e+02,4.875397325566716011e-01,9.187185794805838301e-02
8.990000000000000000e+02,4.534324666421172267e-01,8.123329416444999285e-02
9.000000000000000000e+02,4.892905660002052071e-01,8.077777472107645906e-02
9.010000000000000000e+02,4.695062614280931523e-01,8.035393612328596558e-02
9.020000000000000000e+02,4.759481149208449335e-01,8.777614088743550258e-02
9.030000000000000000e+02,4.665578784800423207e-01,8.893881451465733556e-02
9.040000000000000000e+02,4.821202769343360672e-01,8.965409340708560548e-02
9.050000000000000000e+02,4.786216679523697115e-01,9.257427866695566721e-02
9.060000000000000000e+02,4.698283242045065977e-01,9.531730316594254349e-02
9.070000000000000000e+02,4.573632953456973071e-01,1.024030159554280978e-01
9.080000000000000000e+02,4.554612118368343010e-01,1.015802867020196426e-01
9.090000000000000000e+02,4.409517620656744352e-01,9.882464574214593067e-02
9.100000000000000000e+02,4.491866509059028734e-01,9.703986216233380369e-02
9.110000000000000000e+02,4.469611048678733822e-01,1.064458751828098043e-01
9.120000000000000000e+02,4.351513386263862193e-01,1.089683486618987091e-01
9.130000000000000000e+02,4.380389347986735071e-01,1.057548317782429637e-01
9.140000000000000000e+02,4.179573725382900728e-01,1.052136503606940360e-01
9.150000000000000000e+02,4.354919860360708661e-01,1.113115765349994568e-01
9.160000000000000000e+02,4.184566960784839029e-01,1.134629076577074180e-01
9.170000000000000000e+02,4.290414972978225383e-01,1.077903876826108304e-01
9.180000000000000000e+02,4.174441355497691131e-01,1.086475773342694268e-01
9.190000000000000000e+02,4.272729395641158834e-01,1.152404442893200098e-01
9.200000000000000000e+02,4.148084134771376497e-01,1.001917373959762547e-01
9.210000000000000000e+02,4.189404798456347612e-01,7.137116739519945574e-02
9.220000000000000000e+02,4.117935006437739576e-01,4.575152368164306371e-02
9.230000000000000000e+02,4.114106553159003199e-01,4.631457653914201195e-02
9.240000000000000000e+02,4.048410160855734352e-01,4.570221907394382554e-02
9.250000000000000000e+02,4.015280821255628463e-01,4.560111973638453914e-02
9.260000000000000000e+02,3.991244737073275650e-01,4.612996462564970118e-02
9.270000000000000000e+02,3.958107475886123994e-01,4.471997158525225363e-02
9.280000000000000000e+02,3.796376273256558131e-01,4.111976103377450176e-02
9.290000000000000000e+02,3.761627589830083829e-01,3.870363436592676870e-02
9.300000000000000000e+02,3.589487408384708367e-01,3.824891891256265025e-02
9.310000000000000000e+02,3.206214036578035054e-01,4.214355457147789946e-02
9.320000000000000000e+02,2.721970564935353720e-01,4.084938954577666675e-02
9.330000000000000000e+02,2.926852058859593653e-01,4.082307725250087366e-02
9.340000000000000000e+02,2.753018104846580716e-01,4.067101193874152892e-02
9.350000000000000000e+02,2.885093827444829562e-01,4.097560249709628760e-02
9.360000000000000000e+02,2.582839324799287017e-01,4.228567945378932519e-02
9.370000000000000000e+02,2.836624880150145356e-01,4.149528876750982476e-02
9.380000000000000000e+02,2.861031380904287547e-01,4.221053054498182661e-02
9.390000000000000000e+02,2.951963147472865256e-01,4.345530619341721884e-02
9.400000000000000000e+02,3.323709275596687385e-01,4.378704665246913041e-02
9.410000000000000000e+02,3.143548739588789553e-01,4.310625232955182795e-02
9.420000000000000000e+02,3.061523334977716004e-01,4.036884862606297808e-02
9.430000000000000000e+02,2.619431059480920587e-01,3.898390628830018800e-02
9.440000000000000000e+02,2.545624569055324748e-01,3.915642161300477569e-02
9.450000000000000000e+02,2.944506342511525321e-01,3.969583724963460236e-02
9.460000000000000000e+02,2.621019952244201257e-01,3.955650095340455807e-02
9.470000000000000000e+02,2.739784260188372622e-01,3.944242063381192542e-02
9.480000000000000000e+02,2.725707656559717695e-01,3.971037953009564497e-02
9.490000000000000000e+02,2.961818564706131252e-01,3.841061511529545586e-02
9.500000000000000000e+02,2.252710884187813234e-01,3.867732872854319492e-02
9.510000000000000000e+02,2.950492341641471339e-01,3.830949324550235457e-02
9.520000000000000000e+02,2.592484414836681572e-01,3.826966913572081574e-02
9.530000000000000000e+02,2.527914484848372001e-01,3.829819733606217719e-02
9.540000000000000000e+02,2.693980410041478812e-01,3.812747756480330819e-02
9.550000000000000000e+02,2.624487775505577880e-01,3.813273468485289114e-02
9.560000000000000000e+02,2.477032391249572307e-01,3.720720577544311958e-02
9.570000000000000000e+02,2.315917248455754140e-01,3.803721064877647884e-02
9.580000000000000000e+02,2.637154344789266469e-01,3.742232899046665784e-02
9.590000000000000000e+02,2.477664070430194154e-01,3.939528249458702086e-02
9.600000000000000000e+02,2.499039010946736139e-01,3.970712349901116961e-02
9.610000000000000000e+02,2.416364351588483339e-01,3.932553980313562014e-02
9.620000000000000000e+02,2.384083459773942149e-01,3.835956809775682014e-02
9.630000000000000000e+02,2.396438117799012113e-01,3.677923629199207622e-02
9.640000000000000000e+02,2.309845377297193580e-01,3.760240697217496347e-02
9.650000000000000000e+02,2.335139719883702336e-01,3.881786530280450370e-02
9.660000000000000000e+02,2.325136204038819043e-01,3.899271493730326055e-02
9.670000000000000000e+02,2.252450785285148860e-01,3.860925073637401506e-02
9.680000000000000000e+02,2.309202911842752892e-01,3.812231643146782312e-02
9.690000000000000000e+02,2.269462960421483044e-01,3.708827988799773961e-02
9.700000000000000000e+02,2.231768156219389732e-01,3.683444259950321986e-02
9.710000000000000000e+02,2.188662731901897807e-01,3.805531725944733684e-02
9.720000000000000000e+02,2.107397957162248370e-01,3.912416907821342216e-02
9.730000000000000000e+02,2.098242686859893014e-01,3.890231745063827545e-02
9.740000000000000000e+02,1.996078429990796044e-01,3.731465983207916948e-02
9.750000000000000000e+02,1.985135497318224751e-01,3.662770795311966893e-02
9.760000000000000000e+02,1.924878287485865258e-01,3.620226010021488500e-02
9.770000000000000000e+02,1.955543287275136044e-01,3.626914541440107165e-02
9.780000000000000000e+02,1.908004959758327901e-01,3.623344066221445559e-02
9.790000000000000000e+02,1.879643548670354714e-01,3.633973254739406022e-02
9.800000000000000000e+02,1.824015597387976251e-01,3.601471500608782045e-02
9.810000000000000000e+02,1.830912568477390256e-01,3.506470065925555712e-02
9.820000000000000000e+02,1.789493736990948325e-01,3.623170524066532394e-02
9.830000000000000000e+02,1.745214919083818150e-01,3.690128108148170438e-02
9.840000000000000000e+02,1.716005077065670126e-01,3.795525808319075156e-02
9.850000000000000000e+02,1.665286934635099303e-01,3.796751801530368065e-02
9.860000000000000000e+02,1.645744374326295889e-01,3.668136757636916018e-02
9.870000000000000000e+02,1.608815887013621548e-01,3.681992625871149949e-02
9.880000000000000000e+02,1.575741029745994226e-01,3.773427962192786589e-02
9.890000000000000000e+02,1.543787205264200713e-01,3.881983248211327148e-02
9.900000000000000000e+02,1.504866770095262540e-01,3.852425577254228739e-02
9.910000000000000000e+02,1.471819145673135543e-01,3.860480291467452418e-02
9.920000000000000000e+02,1.433237080943257913e-01,3.783393271451444134e-02
9.930000000000000000e+02,1.391092943078886257e-01,3.833759660087261711e-02
9.940000000000000000e+02,1.355192719436104365e-01,3.747513519089334250e-02
9.950000000000000000e+02,1.316270135427309029e-01,3.661152879086083944e-02
9.960000000000000000e+02,1.276985657106644023e-01,3.830164170862419143e-02
9.970000000000000000e+02,1.239621736687204351e-01,3.840634811795529818e-02
9.980000000000000000e+02,1.202244870100290242e-01,3.770229476176514827e-02
9.990000000000000000e+02,1.165218325717514436e-01,3.813746931374122767e-02
1.000000000000000000e+03,1.127305425925710647e-01,3.747370256377664105e-02
1.001000000000000000e+03,1.090817148641498036e-01,3.802934008197772497e-02
1.002000000000000000e+03,1.101574273897386741e-01,3.713080890173311999e-02
1.003000000000000000e+03,1.072057220149813805e-01,3.649865086755325200e-02
1.004000000000000000e+03,1.038866828802363362e-01,3.702268482861813953e-02
1.005000000000000000e+03,1.007128254353488461e-01,3.833435440010313916e-02
1.006000000000000000e+03,9.747851639976522209e-02,3.868367442044192556e-02
1.007000000000000000e+03,9.423963639891368149e-02,3.887269561847330607e-02
1.008000000000000000e+03,8.699046948523460332e-02,3.830917684188806654e-02
1.009000000000000000e+03,8.481870690412957048e-02,3.802202445207726600e-02
1.010000000000000000e+03,8.266249739253250794e-02,3.740263589263752297e-02
1.011000000000000000e+03,8.057689372004889217e-02,3.829243536340559001e-02
1.012000000000000000e+03,7.836797815887507068e-02,3.810786790099403298e-02
1.013000000000000000e+03,7.624493251678034211e-02,3.932836512023227260e-02
1.014000000000000000e+03,7.535028788277466083e-02,4.025488990937903938e-02
1.015000000000000000e+03,7.497983879136796426e-02,3.937880781652124823e-02
1.016000000000000000e+03,7.260269932503410351e-02,3.868453610078976396e-02
1.017000000000000000e+03,6.973175480135858362e-02,3.805820104348996147e-02
1.018000000000000000e+03,6.684983998416026141e-02,3.858777741275754014e-02
1.019000000000000000e+03,6.391369375274451314e-02,3.913444709581239550e-02
1.020000000000000000e+03,6.108291831741628763e-02,3.959747466695313911e-02
1.021000000000000000e+03,5.829488140743225438e-02,4.041568227479685332e-02
1.022000000000000000e+03,5.637456675421281815e-02,4.051711198538670428e-02
1.023000000000000000e+03,5.446020537444645065e-02,4.014921662946460690e-02
1.024000000000000000e+03,5.251799827015715683e-02,3.976254773049910096e-02
1.025000000000000000e+03,5.067349111744059997e-02,4.068918775301344493e-02
1.026000000000000000e+03,4.875056137835408893e-02,4.187014437399331351e-02
1.027000000000000000e+03,4.684328583096830645e-02,4.213910945255667367e-02
1.028000000000000000e+03,4.493808293726722636e-02,4.203618450907345427e-02
1.029000000000000000e+03,4.349829069075333843e-02,4.122895422717638009e-02
1.030000000000000000e+03,4.237178435841804786e-02,4.107600616939694610e-02
1.031000000000000000e+03,4.079722852421926310e-02,4.156894115426650743e-02
1.032000000000000000e+03,3.903355899804035467e-02,4.164246448620503860e-02
1.033000000000000000e+03,3.726781480890068582e-02,4.051686766837440945e-02
1.034000000000000000e+03,3.549716896579124814e-02,4.083555961772584314e-02
1.035000000000000000e+03,3.373144223840173622e-02,4.228202091822561709e-02
1.036000000000000000e+03,3.196311371945973617e-02,4.480112169410973427e-02
1.037000000000000000e+03,3.019124205674645484e-02,4.433096826683057684e-02
1.038000000000000000e+03,2.893574170776979509e-02,4.260347948990157729e-02
1.039000000000000000e+03,2.780106225761949656e-02,4.433294144278869531e-02
1.040000000000000000e+03,2.646932939401400869e-02,4.514279364618287160e-02
1.041000000000000000e+03,2.511507672812265599e-02,4.517510152705656729e-02
1.042000000000000000e+03,2.376094035414094349e-02,4.520413854299308587e-02
1.043000000000000000e+03,2.240574221880812372e-02,4.633627198006045472e-02
1.044000000000000000e+03,2.105103563624831364e-02,4.539004474128854882e-02
1.045000000000000000e+03,1.969286083657450365e-02,4.526019501200983369e-02
1.046000000000000000e+03,1.833440860493896346e-02,4.632883235168672870e-02
1.047000000000000000e+03,1.795390349609976913e-02,4.711418645860862564e-02
1.048000000000000000e+03,1.751383881841326456e-02,4.572999811144420890e-02
1.049000000000000000e+03,1.654331144645150575e-02,5.008983747410086784e-02
