# wavelength,transmittance,std
7.850000000000000000e+02,7.412049694753785056e-01,2.103356826454780559e-01
7.860000000000000000e+02,7.399123877439387487e-01,2.155617748764349084e-01
7.870000000000000000e+02,7.380949929684570421e-01,2.199578802655384746e-01
7.880000000000000000e+02,7.362113965541643434e-01,2.228962706613719091e-01
7.890000000000000000e+02,7.345207864053886482e-01,2.251905491674627002e-01
7.900000000000000000e+02,7.329212146708486975e-01,2.267281779282559750e-01
7.910000000000000000e+02,7.317552618326491620e-01,2.273117282899893010e-01
7.920000000000000000e+02,7.314247887169189610e-01,2.236783188041042980e-01
7.930000000000000000e+02,7.284844521145688034e-01,2.200143787771305370e-01
7.940000000000000000e+02,7.298525857200339750e-01,2.148118225119579061e-01
7.950000000000000000e+02,7.306767710495214452e-01,2.080596990861952045e-01
7.960000000000000000e+02,7.263422056433738172e-01,1.990230002951030863e-01
7.970000000000000000e+02,7.255697415231082692e-01,1.907923857087706065e-01
7.980000000000000000e+02,7.250602200006558418e-01,1.830690268337558657e-01
7.990000000000000000e+02,7.239806226206109141e-01,1.749306644752067208e-01
8.000000000000000000e+02,7.213685250529140447e-01,1.700820274473646698e-01
8.010000000000000000e+02,7.203165905028294791e-01,1.673438276921700441e-01
8.020000000000000000e+02,7.211938945361565656e-01,1.682309796834467464e-01
8.030000000000000000e+02,7.194081963351159903e-01,1.683996269100209719e-01
8.040000000000000000e+02,7.188190057125797283e-01,1.682047285514605417e-01
8.050000000000000000e+02,7.181731454583848429e-01,1.661666058782302058e-01
8.060000000000000000e+02,7.177692496823725454e-01,1.644545056982157083e-01
8.070000000000000000e+02,7.171082149703155162e-01,1.573501287902332735e-01
8.080000000000000000e+02,7.159601544990064070e-01,1.457935232242549006e-01
8.090000000000000000e+02,7.153626058179192171e-01,1.324735502474036763e-01
8.100000000000000000e+02,7.108317228768320506e-01,1.199035685773190557e-01
8.110000000000000000e+02,7.091813526847454696e-01,1.120941248606848323e-01
8.120000000000000000e+02,7.089038112695801308e-01,1.189364077602351188e-01
8.130000000000000000e+02,7.063345304231807287e-01,1.446927678590292643e-01
8.140000000000000000e+02,6.944026010542609928e-01,1.835401640464063289e-01
8.150000000000000000e+02,6.870380469930045253e-01,2.309525227785521051e-01
8.160000000000000000e+02,6.823204237612938705e-01,2.848427175431621494e-01
8.170000000000000000e+02,6.724916854132748645e-01,3.403361671445853109e-01
8.180000000000000000e+02,6.601719719919804108e-01,3.974884956088843291e-01
8.190000000000000000e+02,6.788452966920018872e-01,4.550262347859015954e-01
8.200000000000000000e+02,6.718013276555689917e-01,5.162440602050248906e-01
8.210000000000000000e+02,6.900908864694711431e-01,5.856016485701531771e-01
8.220000000000000000e+02,6.806173938455417627e-01,6.700697098515991934e-01
8.230000000000000000e+02,6.332715670527866436e-01,7.833851440635023478e-01
8.240000000000000000e+02,6.749197578433180356e-01,9.407430430948261479e-01
8.250000000000000000e+02,6.784302961826755851e-01,1.161722997460359785e+00
8.260000000000000000e+02,6.650043938901153417e-01,1.470942392728985082e+00
8.270000000000000000e+02,6.704707224919379538e-01,1.884933509959886289e+00
8.280000000000000000e+02,6.454386339271865891e-01,2.423682436506544580e+00
8.290000000000000000e+02,6.385960481274899347e-01,3.107925565324233474e+00
8.300000000000000000e+02,6.483425484041529518e-01,3.947409222681773855e+00
8.310000000000000000e+02,6.420624406859325450e-01,4.941221789479630644e+00
8.320000000000000000e+02,6.266682080923172693e-01,6.105296764137007060e+00
8.330000000000000000e+02,6.266915390586502710e-01,7.409267436593827583e+00
8.340000000000000000e+02,6.109173047981532045e-01,8.821398235443338010e+00
8.350000000000000000e+02,6.041640249607100888e-01,1.029758005319304104e+01
8.360000000000000000e+02,5.864500759285482534e-01,1.179277973466404639e+01
8.370000000000000000e+02,5.705100530277321669e-01,1.324550397610106423e+01
8.380000000000000000e+02,5.512271661711087845e-01,1.462182418091794567e+01
8.390000000000000000e+02,5.304910528069223252e-01,1.587401759841050541e+01
8.400000000000000000e+02,5.066572657451910988e-01,1.693226604509326094e+01
8.410000000000000000e+02,4.802590607443329440e-01,1.777024786685869273e+01
8.420000000000000000e+02,4.532623319215480784e-01,1.834812719206408715e+01
8.430000000000000000e+02,4.247766089702521008e-01,1.865331934309697104e+01
8.440000000000000000e+02,3.942437863109025664e-01,1.868053804962087483e+01
8.450000000000000000e+02,3.633065014439433860e-01,1.842206126451202408e+01
8.460000000000000000e+02,3.317098417343029015e-01,1.792363263284459762e+01
8.470000000000000000e+02,3.007083106304611619e-01,1.719681806266508062e+01
8.480000000000000000e+02,2.703287092199382347e-01,1.628752617554583892e+01
8.490000000000000000e+02,2.409643886392665302e-01,1.524276557100204421e+01
8.500000000000000000e+02,2.129996222067492562e-01,1.408197926519399346e+01
8.510000000000000000e+02,1.864199775574743312e-01,1.285598293982575591e+01
8.520000000000000000e+02,1.619807122906083419e-01,1.161174845795882149e+01
8.530000000000000000e+02,1.398397309256012022e-01,1.038392862874007072e+01
8.540000000000000000e+02,1.197627227406615341e-01,9.199509026622513019e+00
8.550000000000000000e+02,1.018265001850394008e-01,8.068231036990862748e+00
8.560000000000000000e+02,8.599102206660479142e-02,7.017294585385510430e+00
8.570000000000000000e+02,7.209430973901626016e-02,6.037273974931387954e+00
8.580000000000000000e+02,6.006637464423113248e-02,5.150886149749067222e+00
8.590000000000000000e+02,4.972631132501575957e-02,4.359413266458891378e+00
8.600000000000000000e+02,4.096467980452901669e-02,3.662340707757399727e+00
8.610000000000000000e+02,3.364694967276113391e-02,3.057030086455635232e+00
8.620000000000000000e+02,2.751501671065932977e-02,2.538839148930355893e+00
8.630000000000000000e+02,2.233101445387187384e-02,2.085228506336023191e+00
8.640000000000000000e+02,1.803249133178410832e-02,1.697409269499203122e+00
8.650000000000000000e+02,1.453030405707300167e-02,1.375675197857401333e+00
8.660000000000000000e+02,1.169671353291814458e-02,1.110301110491922261e+00
8.670000000000000000e+02,9.390017700546770402e-03,8.919897591363032952e-01
8.680000000000000000e+02,7.554765554240980112e-03,7.167150078128980972e-01
8.690000000000000000e+02,6.074452656064720929e-03,5.731510784137709980e-01
8.700000000000000000e+02,4.883931059569816303e-03,4.575338101984895434e-01
8.710000000000000000e+02,3.932483104224549636e-03,3.641585990369103354e-01
8.720000000000000000e+02,3.176115889960336083e-03,2.896444005809171163e-01
8.730000000000000000e+02,2.573740805174587736e-03,2.305271078956821484e-01
8.740000000000000000e+02,2.099836877499846113e-03,1.845066747581318167e-01
8.750000000000000000e+02,1.720963689874367968e-03,1.471512418561188584e-01
8.760000000000000000e+02,1.418178206512039647e-03,1.176043164706349203e-01
8.770000000000000000e+02,1.181308520097811227e-03,9.424175016810475147e-02
8.780000000000000000e+02,9.895926529176878733e-04,7.622123567403488176e-02
8.790000000000000000e+02,8.379723209290333274e-04,6.199258345996240538e-02
8.800000000000000000e+02,7.196260347515671951e-04,5.032269604635405263e-02
8.810000000000000000e+02,6.326927018730174081e-04,4.047879479780528561e-02
8.820000000000000000e+02,5.602049153488674682e-04,3.289384671203949423e-02
8.830000000000000000e+02,5.004423597513549303e-04,2.707828344528941111e-02
8.840000000000000000e+02,4.468228756541001590e-04,2.246006557102061402e-02
8.850000000000000000e+02,4.150410472800664173e-04,1.942759414187495565e-02
8.860000000000000000e+02,3.872604155411332977e-04,1.687150188209620219e-02
8.870000000000000000e+02,3.646021376279584580e-04,1.459628775276837834e-02
8.880000000000000000e+02,3.458889701420774366e-04,1.454707093291542248e-02
8.890000000000000000e+02,3.261424089736578592e-04,1.403485919869781710e-02
8.900000000000000000e+02,3.269235012425592457e-04,1.316820090792645594e-02
8.910000000000000000e+02,3.182601461555489863e-04,1.262840713101484776e-02
8.920000000000000000e+02,3.102830880042592183e-04,1.498141609737972148e-02
8.930000000000000000e+02,3.039109918660350064e-04,1.613602532011254587e-02
8.940000000000000000e+02,2.964686493269286325e-04,1.353127316756828728e-02
8.950000000000000000e+02,2.971999474353140660e-04,1.269287161752571599e-02
8.960000000000000000e+02,2.951032135731887127e-04,1.450696454128224018e-02
8.970000000000000000e+02,2.911869949833537107e-04,1.532740333289670312e-02
8.980000000000000000e+02,2.778057732331933494e-04,1.890801497521699820e-02
8.990000000000000000e+02,2.684471348530907166e-04,2.004000796386865707e-02
